profil_id,age,sexe,region,voie_bac,serie_bac,domaine_technique_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P00725,18,M,Alaotra-Mangoro,Général,D,,11.46,10.4,12.1,13.7,12.5,8.8,11.2,10.3,11.1,13.9,10.6,9.7,13.2,EPS; Economie; Francais; Histoire_Geo,analyses de laboratoire; autonomie; gestion de laboratoire d'analyses médicales; créativité; curiosité; esprit d'équipe,Bricolage; Automobile et aéronautique,s'occupe d'un petit élevage ou d'un jardin potager,Délégué médical; avoir un poste à responsabilités,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,True,ICMP
P00726,17,M,Betsiboka,Professionnel et technique,EN,Industriel,13.1,12.9,13.1,11.0,14.2,12.1,11.7,12.3,13.1,14.1,15.3,13.9,13.5,Arts; EPS; Economie; Francais; Informatique,sens de l'organisation; créativité; traitement du signal et automatique; robotique et domotique,Robotique; Lecture,a monté et dépanné des ordinateurs pour son entourage; a participé à un club informatique ou de robotique au lycée,Architecte Hardware; Spécialiste en robotique et domotique; travailler à l'international,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00727,18,F,Atsimo-Atsinanana,Général,D,,12.12,9.6,11.0,12.4,11.5,13.3,15.9,12.6,10.3,12.5,9.7,13.1,13.5,Anglais; Arts; EPS; Histoire_Geo; Malgache,conception de produits touristiques; esprit d'équipe; autonomie; esprit d'analyse; créativité,Cultures du monde,aime cuisiner et découvrir des plats d'autres cultures; a occupé un petit job ou une activité rémunérée pendant les vacances,Directeur d'établissement hôtelier; Responsable écotourisme,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00728,20,M,Melaky,Professionnel et technique,PCBTP,Génie civil / BTP,10.57,11.5,8.4,11.0,9.0,12.3,8.4,10.0,12.0,16.0,9.8,10.4,8.0,Economie; Malgache; Philosophie,aisance relationnelle; stratégie marketing et commerciale; créativité; sens de l'organisation; esprit d'équipe,Actualité et politique; Entrepreneuriat; Réseaux sociaux,a organisé une petite activité commerciale ou un projet associatif; participe à des activités associatives ou de bénévolat,Contrôleur de gestion,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,True,CAA
P00729,17,M,Vakinankaratra,Professionnel et technique,TMA,Industriel,12.12,14.1,9.4,9.5,16.0,9.9,12.9,10.2,9.7,10.7,15.4,11.4,16.3,EPS; Francais; Informatique; Mathematiques,aisance relationnelle; rigueur; persévérance; business intelligence; autonomie; analyse statistique et probabilités appliquées; machine learning et deep learning,Jeux vidéo; Réseaux sociaux et numérique; Réseaux sociaux,a participé à un club informatique ou de robotique au lycée; participe à des activités associatives ou de bénévolat,Ingénieur Machine Learning; Data Scientist,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00730,17,F,Betsiboka,Général,S,,12.45,10.9,14.7,14.0,10.2,12.1,11.6,12.9,13.1,13.9,10.9,12.1,13.0,Economie; Physique_Chimie; SVT,curiosité; persévérance; esprit d'analyse; sens de l'organisation; conception architecturale (AutoCAD/ArchiCAD),Architecture,aime dessiner des plans de maisons ou des croquis d'aménagement; participe à des activités associatives ou de bénévolat,Architecte junior; Entrepreneur en BTP,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00731,20,M,Androy,Général,D,,8.53,8.8,9.9,14.6,7.4,7.2,7.5,8.1,9.4,6.8,5.3,8.5,8.9,EPS; Mathematiques; Philosophie; Physique_Chimie; SVT,pharmacologie; aisance relationnelle; persévérance,Environnement; Nature; Lecture,aide régulièrement dans l'exploitation agricole familiale; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable contrôle qualité,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P00732,17,F,Vakinankaratra,Technologique,TTER,Tertiaire,14.78,13.6,15.5,12.0,18.2,14.2,16.1,15.9,14.9,13.2,16.1,15.9,11.8,Anglais; Francais; Histoire_Geo; Informatique,rigueur; gestion des litiges commerciaux; droit des contrats et des sociétés; curiosité; droit foncier et minier; esprit d'équipe,Actualité et politique; Économie,a participé à un club de débat ou un simulacre de procès au lycée; participe à des activités associatives ou de bénévolat,Expert en contentieux d'affaires; Chargé de conformité,Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00733,19,M,Sava,Professionnel et technique,EN,Industriel,11.72,17.1,12.1,12.1,11.6,11.8,8.5,9.4,9.2,13.0,14.5,11.3,10.1,Economie; Informatique; Mathematiques; Physique_Chimie; SVT,curiosité; persévérance; business intelligence; traitement de données massives (Big Data),Programmation; Technologie; Lecture,a monté et dépanné des ordinateurs pour son entourage,Statisticien financier,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00734,19,F,Itasy,Général,S,,8.82,9.2,8.2,7.7,8.7,8.6,10.9,5.8,9.6,14.1,6.6,9.7,6.8,Anglais; Arts; Economie; Mathematiques; Philosophie,négociation et vente internationale; créativité; aisance relationnelle; persévérance,Actualité et politique; Débat et droit,s'intéresse à l'actualité économique et suit des chaînes d'information,Gestionnaire administratif et financier,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00735,20,M,Anosy,Technologique,TGI,Industriel,9.53,10.8,9.2,7.6,13.4,9.2,8.9,9.3,6.4,12.9,9.9,9.3,7.5,Economie; Francais; Mathematiques,gestion financière prévisionnelle; sens de l'organisation; pilotage et planification de projets; management stratégique; curiosité,Débat et droit; Réseaux sociaux,a organisé une petite activité commerciale ou un projet associatif; s'intéresse à l'actualité économique et suit des chaînes d'information; participe à des activités associatives ou de bénévolat,Planificateur stratégique; avoir un métier stable,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00736,20,F,Vakinankaratra,Technologique,TGC,Génie civil,13.16,13.8,12.4,12.7,16.9,13.9,12.9,12.8,14.3,11.0,11.3,14.0,11.9,Arts; Francais; Philosophie,gestion des litiges commerciaux; droit foncier et minier; stratégie marketing et commerciale; sens de l'organisation; autonomie; esprit d'équipe,Entrepreneuriat; Économie; Lecture,a participé à un club de débat ou un simulacre de procès au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Expert en contentieux d'affaires; Assistant juridique,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,True,CAA
P00737,19,M,Sofia,Professionnel et technique,TAMB,Industriel,13.55,16.0,11.3,12.8,13.9,11.2,12.4,13.8,13.8,19.7,12.6,12.2,12.9,Economie; Francais; Mathematiques; Philosophie,créativité; curiosité; aisance relationnelle; pilotage et planification de projets; analyse économique et économétrie,Débat et droit; Actualité et politique,gère les comptes d'une association d'élèves; pratique un sport en club depuis plusieurs années,Planificateur stratégique; Chef de projet,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00738,18,M,Diana,Professionnel et technique,TMA,Industriel,9.65,8.9,11.6,5.4,8.7,12.4,12.2,9.5,9.9,11.4,10.4,8.1,7.3,Anglais; Economie; Informatique; Malgache; Physique_Chimie,créativité; esprit d'équipe; analyse statistique et probabilités appliquées,Technologie; Programmation,a participé à un club informatique ou de robotique au lycée,Ingénieur Machine Learning; Analyste Big Data,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00739,19,M,Analamanga,Général,C,,10.78,12.9,13.5,11.6,9.8,9.1,8.3,12.2,14.2,8.4,11.3,9.1,8.9,Arts; Mathematiques; Philosophie; Physique_Chimie; SVT,sécurité alimentaire; gestion de laboratoire d'analyses médicales; créativité; persévérance; phytochimie; sens de l'observation,Animaux; Nature; Bénévolat associatif,aide régulièrement dans l'exploitation agricole familiale; s'occupe d'un petit élevage ou d'un jardin potager,Ingénieur de production en industrie agroalimentaire; créer sa propre entreprise,Laboratoire/Recherche,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,True,PIP
P00740,17,F,Atsimo-Atsinanana,Professionnel et technique,DAMB,Industriel,14.93,12.8,13.7,13.2,15.8,13.5,18.4,18.8,15.7,11.4,16.4,15.8,13.7,Anglais; Francais; Histoire_Geo; Informatique,accueil et relation client; sens de l'observation; langues étrangères; créativité; management hôtelier et restauration,Gastronomie; Cultures du monde; Bénévolat associatif,a effectué un stage d'observation dans un hôtel ou une agence de voyage; pratique un sport en club depuis plusieurs années,Directeur d'établissement hôtelier,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00741,18,M,Alaotra-Mangoro,Technologique,TGI,Industriel,11.09,11.4,11.3,12.4,12.8,12.3,9.0,12.5,12.4,8.5,9.5,10.5,10.5,Francais; Histoire_Geo; Informatique; Philosophie; SVT,aisance relationnelle; gestion de trésorerie; persévérance; créativité; comptabilité générale et analytique,Actualité et politique; Économie; Bénévolat associatif,a organisé une petite activité commerciale ou un projet associatif,Directeur Administratif et Financier; avoir un poste à responsabilités,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P00742,20,F,Anosy,Professionnel et technique,EN,Industriel,14.53,16.4,13.9,9.9,14.8,14.3,14.6,14.2,13.9,15.0,18.2,14.2,15.0,Economie; Histoire_Geo; Mathematiques,business intelligence; esprit d'analyse; traitement de données massives (Big Data); curiosité,Robotique; Jeux vidéo; Musique,a participé à un club informatique ou de robotique au lycée; participe à des activités associatives ou de bénévolat,Data Analyst,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00743,18,F,Atsimo-Atsinanana,Professionnel et technique,MEMA,Industriel,14.96,13.3,19.7,13.1,15.9,14.5,12.4,17.4,14.6,10.1,18.6,14.9,15.0,Francais; Histoire_Geo; Informatique; Physique_Chimie,conception assistée par ordinateur (AutoCAD); créativité; rigueur,Industrie; Réseaux sociaux et numérique,a participé à un club informatique ou de robotique au lycée; a effectué un stage d'observation dans un atelier ou une usine,Ingénieur en télécommunications; Ingénieur système et réseau,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",True,EMII
P00744,17,M,Fitovinany,Professionnel et technique,TMF,Industriel,9.57,9.5,11.2,9.5,12.2,10.2,7.7,8.7,7.5,9.0,9.3,10.3,9.8,Arts; Francais; Malgache; Physique_Chimie,créativité; rigueur; maintenance industrielle pluridisciplinaire,Mécanique; Programmation; Bénévolat associatif,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; participe à des activités associatives ou de bénévolat,Spécialiste en robotique et domotique; Expert en systèmes embarqués et IoT; avoir un métier stable,Atelier/Industriel,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",True,EMII
P00745,18,F,Vakinankaratra,Professionnel et technique,SS,Tertiaire,12.15,11.8,11.6,11.4,11.2,13.6,14.9,12.4,12.7,12.6,11.1,9.0,13.5,Anglais; EPS; Economie; Malgache; Philosophie,sens de l'observation; aisance relationnelle; sens de l'organisation; curiosité; conception de produits touristiques,Voyage; Langues étrangères,pratique l'anglais ou une autre langue étrangère en autodidacte; a effectué un stage d'observation dans un hôtel ou une agence de voyage,Professionnel du secteur du tourisme,Contact clientèle/Relationnel,Tourisme,TEE,Tourisme et Environnement,True,TEH
P00746,19,M,Amoron'i Mania,Professionnel et technique,TFFI,Industriel,15.98,16.8,14.0,15.6,15.2,15.2,17.9,16.2,13.8,16.0,18.3,15.8,17.0,Anglais; EPS; Informatique; Mathematiques,management hôtelier et restauration; sens de l'organisation; langues étrangères; créativité; aisance relationnelle; persévérance; accueil et relation client,Gastronomie; Cultures du monde,a effectué un stage d'observation dans un hôtel ou une agence de voyage; pratique l'anglais ou une autre langue étrangère en autodidacte; a occupé un petit job ou une activité rémunérée pendant les vacances,Organisateur d'événements (MICE); créer sa propre entreprise,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00747,17,F,Vakinankaratra,Professionnel et technique,TFFI,Industriel,12.49,14.3,11.1,11.1,13.4,10.0,13.8,12.1,12.8,11.4,16.9,10.1,12.9,Anglais; Francais; Informatique; SVT,rigueur; administration de bases de données; esprit d'équipe; production et montage audiovisuel; créativité; aisance relationnelle,Jeux vidéo; Programmation; Sport,a monté et dépanné des ordinateurs pour son entourage; a occupé un petit job ou une activité rémunérée pendant les vacances,Développeur Full-Stack (Web & Mobile); Administrateur de bases de données; contribuer au développement de Madagascar,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",True,IMTICIA
P00748,20,M,Melaky,Professionnel et technique,MEMA,Industriel,12.24,10.1,13.9,10.4,9.0,12.5,12.4,10.5,14.4,14.4,11.9,14.4,13.0,Arts; EPS; Economie; Philosophie; Physique_Chimie,production et montage audiovisuel; communication digitale et PAO; curiosité; aisance relationnelle; autonomie,Jeux vidéo; Robotique; Réseaux sociaux,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; participe à des activités associatives ou de bénévolat,Spécialiste en communication digitale / Community Manager; Ingénieur en technologies de la communication,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00749,18,F,Fitovinany,Général,C,,15.62,16.7,16.3,16.9,15.3,15.0,14.7,15.7,14.5,14.9,16.1,15.1,16.3,EPS; Mathematiques; Physique_Chimie; SVT,sécurité alimentaire; transformation agroalimentaire; esprit d'équipe; autonomie; sens de l'organisation,Santé; Sport,a participé à un club de sciences naturelles ou d'écologie; a occupé un petit job ou une activité rémunérée pendant les vacances,Consultant qualité; Responsable Qualité et Hygiène; contribuer au développement de Madagascar,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P00750,18,F,Diana,Général,D,,12.76,12.8,16.1,11.3,13.1,11.1,12.4,13.4,13.6,12.5,11.2,11.9,13.7,EPS; Francais; Histoire_Geo; Philosophie; Physique_Chimie,"autonomie; traitement du signal et automatique; administration de réseaux (GSM, TCP/IP); créativité; maintenance hardware et microcontrôleurs; esprit d'équipe",Programmation,a monté et dépanné des ordinateurs pour son entourage; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Spécialiste en robotique et domotique; Ingénieur en télécommunications,Mixte/Itinérant,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
